id,docket_number,company_name,date_issued,year,administration,categories,violation_type,complaint_counts,legal_authority,commissioners,ftc_url,source_filename,num_provisions,num_requirements,order_duration_years,takeaway_brief,statutory_topics,practice_areas,industry_sectors,remedy_types,provision_counts_by_topic
12.20_appfolio,1:20-cv-03563,"AppFolio, Inc.",2020-12-15,2020,Trump (1st),Fair Credit Reporting (FCRA),unfair,Reporting Obsolete Eviction and Criminal Records; Failure to Follow Reasonable Accuracy Procedures,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b); Section 16(a)(1) of the Federal Trade Commission Act, 15 U.S.C. § 56(a)(1); Section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/1923016-appfolio-inc,"12.20, AppFolio.json",8,19,,AppFolio included obsolete records more than seven years old and inaccurate information from an unvetted vendor in tenant screening reports used to deny housing.,FCRA,Financial Practices,Technology,Prohibition; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 8}"
02.21_skymed_international,C-4732,"SkyMed International, Inc.",2021-02-15,2021,Biden,Data Security; Privacy / Deceptive Privacy Practices; Health Data,deceptive,HIPAA Seal Misrepresentation; Security Incident Response Misrepresentation; Unfair Information Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)(1)","Joseph J. Simons, Chairman; Noah Joshua Phillips; Rohit Chopra; Rebecca Kelly Slaughter; Christine S. Wilson",https://www.ftc.gov/legal-library/browse/cases-proceedings/1923140-skymed-international-inc-matter,"02.21, SkyMed International.json",12,49,20.0,"SkyMed displayed a self-created 'HIPAA Compliance' seal implying government verification of its practices, and misled consumers about what was exposed in a data security incident.",Section 5 Only,Data Security,Healthcare,Prohibition; Consumer Notification; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Order Administration; Recordkeeping,"{""Section 5 Only"": 12}"
02.21_zoom_video_communications,C-4731,"Zoom Video Communications, Inc.",2021-02-15,2021,Biden,Privacy / Deceptive Privacy Practices,both,Deceptive Representation Regarding End-to-End Encryption; Deceptive Representation Regarding Level of Encryption; Deceptive Representation Regarding Secured Cloud Storage for Recorded Meetings; Unfair Circumvention of Third-Party Privacy and Security Safeguard; Deceptive Failure to Disclose,Federal Trade Commission Act,"Joseph J. Simons, Chairman; Noah Joshua Phillips; Rohit Chopra; Rebecca Kelly Slaughter; Christine S. Wilson",https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3167-zoom-video-communications-inc-matter,"02.21, Zoom Video Communications.json",11,59,20.0,Zoom falsely claimed to offer end-to-end encryption for meetings and secretly installed software on Mac computers that bypassed Apple's security controls.,Section 5 Only,Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Order Administration; Recordkeeping,"{""Section 5 Only"": 11}"
06.21_flo_health,C-4747,"Flo Health, Inc.",2021-06-15,2021,Biden,Privacy / Deceptive Privacy Practices; Health Data,deceptive,Privacy Misrepresentation – Disclosures of Health Information; Privacy Misrepresentation – Disclosures Beyond Identifiers; Privacy Misrepresentation – Failure to Limit Third-Party Use; Misrepresentation Regarding Notice; Misrepresentation Regarding Choice; Misrepresentation Regarding Accountability for Onward Transfers; Misrepresentation Regarding Data Integrity and Purpose Limitation,Federal Trade Commission Act,"Lina Khan, Chair; Noah Joshua Phillips; Rohit Chopra; Rebecca Kelly Slaughter; Christine S. Wilson",https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3133-flo-health-inc,"06.21, Flo Health.json",13,39,20.0,"Flo Health promised not to share women's reproductive health data with third parties but secretly disclosed it to Facebook, Google, and others.",Section 5 Only,Privacy,Healthcare; Technology,Prohibition; Data Deletion; Consumer Notification; Third-Party Assessment; Compliance Monitoring; Order Administration; Recordkeeping,"{""Section 5 Only"": 13}"
07.21_kuuhuub_et_al._u.s._v.,21-cv-01758,Kuuhubb Inc.,2021-07-15,2021,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,both,"COPPA Rule Violations – Failure to Provide Notice, Direct Notice to Parents, and Obtain Verifiable Parental Consent","Sections 5(a)(1), 5(m)(1)(A), 13(b), 16(a)(1), and 19 of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), 56(a)(1), 57b, and Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c), 6505(d)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/182-3184-kuuhuub-inc-et-al-us-v-recolor-oy,"07.21, Kuuhuub, et al., U.S. v..json",11,37,,Kuuhubb's Recolor App marketed as an adult coloring book contained a child-directed section through which it collected children's personal data for behavioral advertising without parental consent.,COPPA,Privacy,Technology,Prohibition; Consumer Notification; Data Deletion; Consumer Redress; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 11}"
12.21_ascension_data_analytics,C-4758,"Ascension Data & Analytics, LLC",2021-12-15,2021,Biden,Data Security; Privacy / Deceptive Privacy Practices; Gramm-Leach-Bliley,unfair,Violation of the GLB Safeguards Rule,"Standards for Safeguarding Customer Information Rule, 16 C.F.R. Part 314, issued pursuant to Title I of the Gramm-Leach-Bliley (GLB) Act, 15 U.S.C. § 6801 et seq.; violations enforced through the Federal Trade Commission Act, 15 U.S.C. § 6805(a)(7)","Lina M. Khan, Chair; Noah Joshua Phillips; Rebecca Kelly Slaughter; Christine S. Wilson",https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3126-ascension-data-analytics-llc-matter,"12.21, Ascension Data & Analytics.json",11,50,20.0,"Ascension Data & Analytics handed mortgage documents containing sensitive consumer data to a vendor without conducting any security vetting, resulting in a cloud storage misconfiguration that exposed the data.",GLBA,Data Security,Financial Services; Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Order Administration; Recordkeeping,"{""GLBA"": 11}"
12.21_mylife.com,2:20-cv-6692,"MyLife.com, Inc.",2021-12-15,2021,Biden,Fair Credit Reporting (FCRA); Telemarketing / Do-Not-Call,both,Deceptive Misrepresentation of Criminal/Sex Offender Records (FTC Act Section 5(a)); Telemarketing Sales Rule Violations; Restore Online Shoppers' Confidence Act (ROSCA) Violations; FCRA Violation — Furnishing Consumer Reports Without Permissible Purpose; FCRA Violation — Failure to Maintain Reasonable Procedures and Provide User Notices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 16(a)(1) of the Federal Trade Commission Act, 15 U.S.C. § 56(a)(1); Telemarketing Sales Rule, 16 C.F.R. Part 310; Fair Credit Reporting Act, 15 U.S.C. §§ 1681-1681x; Restore Online Shoppers' Confidence Act, 15 U.S.C. § 8404",,https://www.ftc.gov/legal-library/browse/cases-proceedings/182-3022-mylifecom-inc,"12.21, MyLife.com.json",15,60,20.0,"MyLife.com used deceptive teaser results suggesting searched individuals had criminal or sex offender records to sell subscriptions, and made cancellation deliberately difficult.",FCRA; TSR,Financial Practices; Deceptive Design / Dark Patterns,Technology,Prohibition; Comprehensive Security Program; Monetary Penalty; Consumer Notification; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 14, ""TSR"": 11}"
12.21_openx_technologies,2:21-cv-09693,"OpenX Technologies, Inc.",2021-12-15,2021,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices; Location / Geolocation Data,both,Deception - Location Data Collection Misrepresentation; Deception - COPPA Activities Misrepresentation; COPPA - Collection from Child-Directed Properties Without Consent,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c) and 6505(d)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/1923019-openx-technologies-inc,"12.21, OpenX Technologies.json",16,55,20.0,"OpenX collected precise location data via a backdoor method that bypassed users' location permission denials, and collected children's personal data from child-directed apps without parental consent.",COPPA,Privacy,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Data Deletion; Consumer Notification; Order Administration; Recordkeeping,"{""COPPA"": 16}"
01.22_itmedia_solutions,2:22-cv-00073,ITMEDIA SOLUTIONS LLC,2022-01-15,2022,Biden,Data Security; Privacy / Deceptive Privacy Practices; Fair Credit Reporting (FCRA),both,Deceptive Representations About Information Sharing; Unfair Distribution of Sensitive Information; Obtaining and Using Consumer Reports Without Permissible Purpose; Failure to Establish Procedures to Avoid Impermissible Use of Consumer Report Information; Reselling Consumer Reports to Unidentified Users,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Sections 604 and 607 of the Fair Credit Reporting Act, 15 U.S.C. §§ 1681b and 1681e; Sections 13(b) and 16(a)(1) of the Federal Trade Commission Act, 15 U.S.C. §§ 53(b) and 56(a)(1)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/1523225-itmedia-solutions-llc,"01.22, ITMedia Solutions.json",12,48,,"ITMedia collected consumers' sensitive loan application data under the pretext of connecting them to lenders, then sold it to marketers, debt negotiators, and unknown entities.",FCRA,Privacy; Financial Practices,Financial Services; Technology,Prohibition; Monetary Penalty; Order Administration; Data Deletion; Compliance Monitoring; Recordkeeping,"{""FCRA"": 12}"
03.22_weight_watchersww,3:22-cv-00946,"Kurbo, Inc.",2022-03-15,2022,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,both,Violation of the COPPA Rule,"Sections 5(a)(1), 5(m)(1)(A), 13(b), 16(a)(1), and 19 of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), 56(a)(1), 57b; Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c) and 6505(d); Commission's Children's Online Privacy Protection Rule, 16 C.F.R. Part 312",,https://www.ftc.gov/legal-library/browse/cases-proceedings/1923228-weight-watchersww,"03.22, Weight WatchersWW.json",8,34,,Kurbo by WW collected personal data from children under 13 without adequate parental notice or verifiable consent.,COPPA,Privacy,Healthcare; Technology,Prohibition; Data Deletion; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 8}"
04.22_credit_bureau_center,17-cv-00194,"Credit Bureau Center, LLC",2022-04-15,2022,Biden,Fair Credit Reporting (FCRA),deceptive,False Representations About Rental Properties (FTC Act § 5(a)); Deceptive Omissions Regarding Free Credit Score Offer (FTC Act § 5(a)); Failure to Disclose All Material Terms Before Obtaining Billing Information (ROSCA § 4(1)); Failure to Obtain Consumers' Express Informed Consent (ROSCA § 4(2)); Failure to Display Required Free Credit Report Disclosure (FCRA § 612(g) and Free Reports Rule),"Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b); Section 5 of the Restore Online Shoppers' Confidence Act (ROSCA), 15 U.S.C. § 8404; Section 621(a)(1) of the Fair Credit Reporting Act (FCRA), 15 U.S.C. § 1681s(a)(1)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/162-3120-x170014-credit-bureau-center-llc-formerly-known-myscore-llc,"04.22, Credit Bureau Center.json",3,3,,Credit Bureau Center used fake rental property ads to lure consumers into hidden paid credit monitoring subscriptions falsely advertised as free.,FCRA,Deceptive Design / Dark Patterns; Financial Practices,Financial Services,Prohibition; Monetary Penalty; Order Administration,"{""FCRA"": 3}"
05.22_everalbum,C-4743,"Everalbum, Inc.",2022-05-15,2022,Biden,Privacy / Deceptive Privacy Practices,deceptive,Misrepresentation Regarding Ever Users' Ability to Control the Ever App's Face Recognition Feature; Misrepresentation Regarding Deletion of Ever Users' Photos Upon Account Deactivation,Federal Trade Commission Act,"Rebecca Kelly Slaughter, Acting Chair; Noah Joshua Phillips; Rohit Chopra; Christine S. Wilson",https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3172-everalbum-inc-matter,"05.22, Everalbum.json",8,29,20.0,Everalbum enabled facial recognition by default without user consent and used consumers' photos to train commercial AI without adequately disclosing this or deleting data when accounts were deactivated.,Section 5 Only,Privacy; AI / Automated Decision-Making,Technology,Prohibition; Consumer Notification; Data Deletion; Algorithmic Destruction; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 8}"
01.23_chegg,C-4782,"Chegg, Inc.",2023-01-15,2023,Biden,Data Security; Privacy / Deceptive Privacy Practices,unfair,Unfair Data Security Practices; Data Security Misrepresentations,Section 5(a) of the Federal Trade Commission Act,"Lina M. Khan, Chair; Noah Joshua Phillips; Rebecca Kelly Slaughter; Christine S. Wilson; Alvaro M. Bedoya",https://www.ftc.gov/legal-library/browse/cases-proceedings/chegg,"01.23, Chegg.json",14,48,20.0,"Chegg failed to implement basic data security controls for years, resulting in multiple breaches that exposed tens of millions of students' personal information.",Section 5 Only,Data Security,Education; Technology,Prohibition; Data Deletion; Consumer Notification; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Order Administration; Recordkeeping,"{""Section 5 Only"": 14}"
01.23_drizly,C-4780,"DRIZLY, LLC",2023-01-15,2023,Biden,Data Security; Privacy / Deceptive Privacy Practices,both,Drizly's Unfair Information Security Practices; Drizly's Deceptive Security Statements,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)(1)","Lina M. Khan, Chair; Rebecca Kelly Slaughter; Christine S. Wilson; Alvaro M. Bedoya",https://www.ftc.gov/legal-library/browse/cases-proceedings/2023185-drizly-llc-matter,"01.23, Drizly.json",14,62,20.0,"Drizly stored sensitive credentials insecurely in public GitHub repositories and failed to enforce basic account security, allowing a hacker to steal data on 2.5 million consumers.",Section 5 Only,Data Security,Retail; Technology,Prohibition; Data Deletion; Recordkeeping; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Order Administration,"{""Section 5 Only"": 14}"
02.23_goodrx_holdings,3:23-cv-460,"GoodRx Holdings, Inc.",2023-02-01,2023,Biden,Privacy / Deceptive Privacy Practices; Health Data,both,Privacy Misrepresentation: Disclosure of Health Information to Third Parties; Privacy Misrepresentation: Disclosure of Personal Information to Third Parties; Privacy Misrepresentation: Failure to Limit Third-Party Use of Health Information; Privacy Misrepresentation: Misrepresenting Compliance with the Digital Advertising Alliance Principles; Privacy Misrepresentation: HIPAA Compliance; Unfairness: Failure to Implement Measures to Prevent the Unauthorized Disclosure of Health Information; Unfairness: Failure to Provide Notice and Obtain Consent Before Use and Disclosure of Health Information for Advertising; Violation of the Health Breach Notification Rule,"Sections 5(a)(1), 5(m)(1)(A), 13(b), 16(a)(1), and 19 of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), 56(a)(1), 57b; Health Breach Notification Rule, 16 C.F.R. § 318",,https://www.ftc.gov/legal-library/browse/cases-proceedings/2023090-goodrx-holdings-inc,"02.23, GoodRx Holdings.json",18,76,20.0,"GoodRx repeatedly promised never to share users' health information with advertisers, then secretly transmitted prescription drug names and health conditions to Facebook, Google, and Criteo for targeted advertising.",Health Breach Notification,Privacy,Healthcare; Technology,Prohibition; Order Administration; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Consumer Redress; Recordkeeping,"{""Health Breach Notification"": 14}"
02.23_epic_games,5:22-CV-00518,"Epic Games, Inc.",2023-02-15,2023,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,both,"COPPA Rule Violations — Failure to Provide Notice, Obtain Parental Consent, and Honor Parental Rights; Unfair Default Settings — On-by-Default Voice/Text Chat and Public Display Name Broadcasting","Sections 5(a)(1), 5(m)(1)(A), 13(b), 16(a)(1), and 19 of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), 56(a)(1), 57b, and Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c), 6505(d)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/1923203-epic-games-matter,"02.23, Epic Games.json",13,58,20.0,"Epic Games violated COPPA by collecting children's personal data in Fortnite without parental consent, and enabled on-by-default voice and text chat that exposed children to harmful contact.",COPPA,Privacy; Deceptive Design / Dark Patterns,Technology,Prohibition; Data Deletion; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Order Administration; Recordkeeping,"{""COPPA"": 13}"
05.23_fashion_nova,C-4759,"Fashion Nova, LLC",2023-05-15,2023,Biden,Other,deceptive,Deceptive Review Practices,Section 5(a) of the Federal Trade Commission Act,"Lina M. Khan, Chair; Noah Joshua Phillips; Rebecca Kelly Slaughter; Christine S. Wilson",https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3138-fashion-nova-llc-matter,"05.23, Fashion Nova.json",9,33,20.0,Fashion Nova suppressed hundreds of thousands of negative customer reviews to create a falsely positive impression of its products.,Section 5 Only,Other,Retail,Prohibition; Consumer Notification; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 9}"
06.23_easy_healthcare_corporation,1:23-cv-3107,Easy Healthcare Corporation,2023-06-15,2023,Biden,Data Security; Privacy / Deceptive Privacy Practices; Health Data; Location / Geolocation Data,both,Privacy Misrepresentation – Disclosures of Health Information; Privacy Misrepresentation – Sharing Data with Third Parties; Deceptive Failure to Disclose – Sharing Geolocation Information with Third Parties; Privacy Misrepresentation – Third Parties' Use of Shared Data; Deceptive Failure to Disclose – Third Parties' Use of Shared Data; Unfair Privacy and Data Security Practices; Unfair Sharing of Health Information for Advertising Purposes Without Affirmative Express Consent; Violation of the Health Breach Notification Rule,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a), and the Health Breach Notification Rule, 16 C.F.R. § 318",,https://www.ftc.gov/legal-library/browse/cases-proceedings/202-3186-easy-healthcare-corporation-us-v,"06.23, Easy Healthcare Corporation.json",18,73,20.0,The Premom ovulation app secretly shared women's sensitive health and geolocation data with third parties for advertising despite explicit privacy promises.,Health Breach Notification,Privacy,Healthcare; Technology,Prohibition; Order Administration; Consumer Notification; Data Deletion; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Consumer Redress; Recordkeeping,"{""Health Breach Notification"": 18}"
06.23_microsoft_corporation,2:23-cv-00836-RAJ,Microsoft Corporation,2023-06-15,2023,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,both,"COPPA Rule Violation – Failure to Provide Direct Notice, Online Notice, Obtain Verifiable Parental Consent, and Data Retention","Sections 5(a)(1), 5(m)(1)(A), 13(b), 16(a)(1), and 19 of the Federal Trade Commission Act (FTC Act), 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), 56(a)(1), and 57b, and Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998 (COPPA), 15 U.S.C. §§ 6502(c) and 6505(d)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/1923258-microsoft-corporation-us-v,"06.23, Microsoft Corporation.json",13,38,,"Microsoft collected personal information from children on Xbox Live before notifying parents or obtaining required parental consent, and retained incomplete-registration data for years.",COPPA,Privacy,Technology,Prohibition; Consumer Notification; Data Deletion; Recordkeeping; Monetary Penalty; Order Administration; Compliance Monitoring,"{""COPPA"": 13}"
07.23_amazon.com,2:23-cv-00811,"Amazon.com, Inc.",2023-07-15,2023,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices; Location / Geolocation Data,both,"Deception – False Representation That Alexa App Users Could Delete Geolocation Information; Deception – False Representation That Alexa Users Could Delete Their or Their Child's Voice Recordings; Unfair Privacy Practices; COPPA – Failure to Provide Complete Notice, Effective Deletion Opportunity, and Indefinite Retention of Children's Voice Recordings","Sections 5(a)(1), 5(m)(1)(A), 13(b), and 16(a) of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), and 56(a); and Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c) and 6505(d)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3128-amazoncom-alexa-us-v,"07.23, Amazon.com.json",13,45,20.0,Amazon retained children's Alexa voice recordings indefinitely and failed to honor user requests to delete voice and geolocation data despite explicit promises of full deletion control.,COPPA,Privacy,Technology,Data Deletion; Prohibition; Consumer Notification; Comprehensive Security Program; Compliance Monitoring; Monetary Penalty; Order Administration; Recordkeeping,"{""COPPA"": 13}"
08.23_edmodo,23-cv-02495,"Edmodo, LLC",2023-08-15,2023,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,both,Violations of the COPPA Rule; Unfair Practices in Violation of Section 5 of the FTC Act,"Sections 5(a)(1), 5(m)(1)(A), 13(b), and 16(a)(1) of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a)(1), 45(m)(1)(A), 53(b), and 56(a)(1); Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998, 15 U.S.C. §§ 6502(c) and 6505(d); Children's Online Privacy Protection Rule, 16 C.F.R. Part 312",,https://www.ftc.gov/legal-library/browse/cases-proceedings/202-3129-edmodo-llc-us-v,"08.23, Edmodo.json",11,40,,Edmodo collected personal information from hundreds of thousands of children without parental consent and attempted to shift its COPPA compliance obligations onto schools.,COPPA,Privacy,Education; Technology,Prohibition; Data Deletion; Monetary Penalty; Consumer Redress; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 11}"
10.23_transunion_rental_screening_solutions_and_trans_union._ftc_and_cfpb_v.,1:23-cv-02659,"TransUnion Rental Screening Solutions, Inc.",2023-10-15,2023,Biden,Fair Credit Reporting (FCRA),deceptive,Failure to Follow Reasonable Procedures for Maximum Possible Accuracy (FCRA § 607(b)); Failure to Disclose Sources of Information in Consumer File Disclosures (FCRA § 609(a)),"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 621(a)(1) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a)(1)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/182-3204-transunion-rental-screening-solutions-inc-trans-union-llc-ftc-cfpb-v,"10.23, TransUnion Rental Screening Solutions and Trans Union., FTC and CFPB v..json",13,46,,"TransUnion's rental screening subsidiary reported duplicated eviction entries, inaccurate case dispositions, mislabeled debt amounts, and sealed records in tenant background reports.",FCRA,Financial Practices,Financial Services,Prohibition; Comprehensive Security Program; Monetary Penalty; Third-Party Assessment; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 13}"
10.23_truthfinder,23-CV-1674,"Instant Checkmate, LLC",2023-10-15,2023,Biden,Fair Credit Reporting (FCRA),both,Deceptive Statements Regarding Accuracy; Deceptive Statements Regarding Criminal and Arrest Records; Deceptive Removal and Correction Claims; False Claim of Unbiased Reviews; Failure to Disclose Material Connections; FCRA Section 607(a) — Failure to Maintain Permissible-Purpose Procedures; FCRA Section 604(a) — Furnishing Reports Without Permissible Purpose; FCRA Section 607(b) — Failure to Assure Maximum Possible Accuracy; FCRA Section 604(b) — Failure to Follow Employment Screening Requirements; FCRA Section 607(d) — Failure to Provide User Notice; FCRA Section 611(a) — Failure to Conduct Reasonable Reinvestigations,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b); and Section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3221-instant-checkmate-inc,"10.23, TruthFinder.json",14,48,,"Instant Checkmate and TruthFinder falsely advertised report accuracy, implied searched individuals had criminal records when they often did not, and offered fake data correction tools.",FCRA,Financial Practices; Deceptive Design / Dark Patterns,Technology,Comprehensive Security Program; Prohibition; Compliance Monitoring; Monetary Penalty; Third-Party Assessment; Order Administration; Recordkeeping,"{""FCRA"": 14}"
01.24_cafepress,C-4768,"Residual Pumpkin Entity, LLC",2024-01-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices,deceptive,Data Security Misrepresentations; Response to Data Security Incident Misrepresentations; Unfair Data Security Practices; Data Collection and Use Misrepresentation; Misrepresentation Relating to Privacy Shield Frameworks; Misrepresentation Relating to Deletion of Consumer Data; Unfair Withholding of Payable Commissions After Security Breach,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45","Lina M. Khan, Chair; Noah Joshua Phillips; Rebecca Kelly Slaughter; Christine S. Wilson; Alvaro M. Bedoya",https://www.ftc.gov/legal-library/browse/cases-proceedings/1923209-cafepress-matter,"01.24, CafePress.json",14,61,20.0,"CafePress failed to secure consumer data against well-known attack vectors, suffered a massive breach, misled consumers about the breach's scope, and withheld shopkeeper commissions as retaliation.",Section 5 Only,Data Security; Privacy,Retail; Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""Section 5 Only"": 14}"
01.24_epic_games,C-4790,"Epic Games, Inc.",2024-01-15,2024,Biden,Data Security,unfair,Unfair Billing Without Express Informed Consent; Unfair Denial of Account Access for Disputing Charges,Section 5 of the Federal Trade Commission Act,"Lina M. Khan, Chair; Rebecca Kelly Slaughter; Christine S. Wilson; Alvaro M. Bedoya",https://www.ftc.gov/legal-library/browse/cases-proceedings/1923203-epic-games-matter,"01.24, Epic Games.json",10,34,20.0,"Epic Games used dark patterns to charge consumers — including children — for Fortnite purchases without informed consent, and denied account access to those who disputed charges.",Section 5 Only,Deceptive Design / Dark Patterns,Technology,Prohibition; Monetary Penalty; Consumer Redress; Order Administration; Compliance Monitoring; Recordkeeping,"{""Section 5 Only"": 10}"
02.24_global_tel_link_corporation,C-4801,Global Tel*Link Corporation,2024-02-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices; Health Data,both,Unfair Data Security Practices; Unfair Failure to Notify Affected Consumers of the Incident; Misrepresentations Regarding Data Security; Misrepresentations to Individual Users Regarding the Incident; Misrepresentations to Individual Users Regarding Notice; Deceptive Representations to Facilities Regarding the Incident,Section 5(a) of the Federal Trade Commission Act,"Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya",https://www.ftc.gov/legal-library/browse/cases-proceedings/2123012-global-tel-link-corporation,"02.24, Global Tel Link Corporation.json",15,62,20.0,"Global Tel*Link copied 649,500 incarcerated individuals' personal data to an unprotected test environment, exposed it to the internet for days, and then misled consumers and facilities about the breach.",Section 5 Only,Data Security,Telecom,Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Consumer Redress; Consumer Notification; Prohibition; Order Administration; Recordkeeping,"{""Section 5 Only"": 15}"
03.24_rite_aid_corporation,2:23-cv-05023,Rite Aid Corporation,2024-03-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices; AI / Algorithmic / Facial Recognition,unfair,Unfair Facial Recognition Technology Practices; Unfair Failure to Implement or Maintain a Comprehensive Information Security Program in Violation of Section II of the 2010 Order,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/2023190-rite-aid-corporation-ftc-v,"03.24, Rite Aid Corporation.json",18,69,20.0,"Rite Aid deployed inaccurate facial recognition technology without adequate safeguards, causing wrongful surveillance of innocent consumers including disproportionate harms to minority shoppers.",Section 5 Only,AI / Automated Decision-Making; Data Security,Healthcare; Retail,Biometric Ban; Data Deletion; Comprehensive Security Program; Consumer Notification; Recordkeeping; Prohibition; Third-Party Assessment; Compliance Monitoring; Order Administration; Other,"{""Section 5 Only"": 18}"
